Full Complaint ID,Complaint Year Number,Month Number,Record Create Date,Complaint Precinct Code,Patrol Borough Name,County,Law Code Category Description,Offense Description,PD Code Description,Bias Motive Description,Offense Category,Arrest Date,Arrest Id
202101812337217,2021,5,05/20/2021,18,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,05/24/2021,M33687504
202101412502817,2021,5,05/26/2021,14,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Color,05/26/2021,M33687797
202102612190817,2021,5,05/23/2021,26,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/27/2021,M33687850
202103412277017,2021,4,04/29/2021,34,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,06/03/2021,M33688566
202102412277717,2021,6,06/04/2021,24,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-GENDER NON-CONFORMING,Gender,06/04/2021,M33688681
202102412277917,2021,6,06/04/2021,24,PATROL BORO MAN NORTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-GENDER NON-CONFORMING,Gender,06/04/2021,M33688716
202100912296017,2021,6,06/06/2021,9,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-WHITE,Race/Color,06/06/2021,M33688899
202101812337217,2021,5,05/20/2021,18,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,06/08/2021,M33689084
202100712226417,2021,4,04/27/2021,7,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,06/09/2021,M33689226
202100712251717,2021,4,05/14/2021,7,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,06/09/2021,M33689227
202101912457417,2021,6,06/18/2021,19,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Color,06/18/2021,M33690462
202101312435917,2021,6,06/21/2021,13,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,06/21/2021,M33690675
202102612218317,2021,6,06/21/2021,26,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-CATHOLIC,Religion/Religious Practice,06/21/2021,M33690688
202101812337217,2021,5,05/20/2021,18,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,06/23/2021,M33690904
202100612296417,2021,6,06/22/2021,6,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,06/23/2021,M33690930
202101712251217,2021,6,06/04/2021,17,PATROL BORO MAN SOUTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-ASIAN,Race/Color,06/24/2021,M33691019
202100712146617,2021,3,03/02/2021,7,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-ASIAN,Race/Color,06/24/2021,M33691116
202101812337217,2021,5,05/20/2021,18,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,07/07/2021,M33692323
202101412483517,2021,5,05/21/2021,14,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-JEWISH,Religion/Religious Practice,07/07/2021,M33692324
202101812336217,2021,5,05/20/2021,18,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,07/07/2021,M33692326
202101412654317,2021,7,07/11/2021,14,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-ASIAN,Race/Color,07/11/2021,M33692808
202100112380817,2021,6,06/23/2021,1,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,07/19/2021,M33693696
202101312509517,2021,7,07/22/2021,13,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,07/22/2021,M33694095
202102512481117,2021,7,07/23/2021,25,PATROL BORO MAN NORTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,07/23/2021,M33694195
202102512481117,2021,7,07/23/2021,25,PATROL BORO MAN NORTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,07/23/2021,M33694197
202102512481117,2021,7,07/23/2021,25,PATROL BORO MAN NORTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,07/23/2021,M33694199
202102512481117,2021,7,07/23/2021,25,PATROL BORO MAN NORTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,07/23/2021,M33694200
202101312371917,2021,5,05/22/2021,13,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Color,07/23/2021,M33694236
202100512312917,2021,7,07/25/2021,5,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-ASIAN,Race/Color,07/27/2021,M33694630
202100912382617,2021,7,07/20/2021,9,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-ASIAN,Race/Color,08/11/2021,M33696391
202100612389017,2021,8,08/16/2021,6,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF, CRIMINAL 4, BY FIRE",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,08/16/2021,M33697103
202101912466517,2021,6,06/22/2021,19,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,08/17/2021,M33697151
202101312584117,2021,8,08/22/2021,13,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Color,08/24/2021,M33698089
202101412810617,2021,8,08/26/2021,14,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-ASIAN,Race/Color,08/26/2021,M33698336
202103212587717,2021,8,08/26/2021,32,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,08/26/2021,M33698436
202102012328117,2021,7,07/25/2021,20,PATROL BORO MAN NORTH,NEW YORK,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",ANTI-ASIAN,Race/Color,08/27/2021,M33698488
202101412846917,2021,9,09/05/2021,14,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,09/05/2021,M33699519
202101412871217,2021,9,09/11/2021,14,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FELONY ASSAULT,STRANGULATION 1ST,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,09/11/2021,M33700247
202101412871317,2021,9,09/11/2021,14,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FELONY ASSAULT,STRANGULATION 1ST,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,09/11/2021,M33700248
202108312610217,2021,9,09/04/2021,83,PATROL BORO BKLYN NORTH,KINGS,FELONY,ROBBERY,"ROBBERY,PERSONAL ELECTRONIC DEVICE",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,09/13/2021,M33700494
202101412582817,2021,6,06/19/2021,14,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-WHITE,Race/Color,09/21/2021,M33701548
202101412911917,2021,9,09/21/2021,14,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-ASIAN,Race/Color,09/23/2021,M33701797
202100712486817,2021,9,09/23/2021,7,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-ASIAN,Race/Color,09/23/2021,M33701825
202100712464717,2021,9,09/12/2021,7,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-WHITE,Race/Color,09/29/2021,M33702584
202101412922217,2021,9,09/23/2021,14,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-BLACK,Race/Color,10/04/2021,M33703190
202101812689817,2021,10,10/11/2021,18,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,10/14/2021,M33704604
202101812712717,2021,10,10/18/2021,18,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-BLACK,Race/Color,10/18/2021,M33705200
202101412316917,2021,3,03/28/2021,14,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Color,10/29/2021,M33706764
202102812603717,2021,11,11/03/2021,28,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,11/03/2021,M33707370
202101812795817,2021,11,11/17/2021,18,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,11/17/2021,M33709314
202102512800817,2021,11,11/30/2021,25,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-TRANSGENDER,Gender,11/30/2021,M33710672
202102612397217,2021,11,11/27/2021,26,PATROL BORO MAN NORTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-ASIAN,Race/Color,12/02/2021,M33710983
202102412327917,2021,7,07/11/2021,24,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,12/06/2021,M33711411
202101413216117,2021,12,12/06/2021,14,PATROL BORO MAN SOUTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,12/06/2021,M33711473
202100112764917,2021,12,12/03/2021,1,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,12/16/2021,M33712819
202100112793517,2021,12,12/14/2021,1,PATROL BORO MAN SOUTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,12/16/2021,M33712820
202100112793717,2021,12,12/14/2021,1,PATROL BORO MAN SOUTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,12/16/2021,M33712822
202100112794317,2021,12,12/14/2021,1,PATROL BORO MAN SOUTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,12/16/2021,M33712824
202100112794917,2021,12,12/14/2021,1,PATROL BORO MAN SOUTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,12/16/2021,M33712827
202101012535517,2021,12,12/26/2021,10,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,12/26/2021,M33713847
202101413295617,2021,12,12/27/2021,14,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-ASIAN,Race/Color,12/27/2021,M33713913
202101812710117,2021,10,10/18/2021,18,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-BLACK,Race/Color,01/04/2022,M34672295
201901312988617,2019,11,11/03/2019,13,PATROL BORO MAN SOUTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,01/05/2022,M34672420
202100112679917,2021,10,10/31/2021,1,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Color,01/13/2022,M34673467
201911412213917,2019,2,02/23/2019,114,PATROL BORO QUEENS NORTH,QUEENS,FELONY,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MIS 2 & 3,ANTI-JEWISH,Religion/Religious Practice,02/23/2019,Q31679178
201911212135117,2019,2,02/22/2019,112,PATROL BORO QUEENS NORTH,QUEENS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-JEWISH,Religion/Religious Practice,02/27/2019,Q31679685
201911212135117,2019,2,02/22/2019,112,PATROL BORO QUEENS NORTH,QUEENS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-JEWISH,Religion/Religious Practice,03/01/2019,Q31679958
201911212135117,2019,2,02/22/2019,112,PATROL BORO QUEENS NORTH,QUEENS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-JEWISH,Religion/Religious Practice,03/05/2019,Q31680459
201910712236517,2019,4,04/03/2019,107,PATROL BORO QUEENS SOUTH,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,04/04/2019,Q31684836
201910712236517,2019,4,04/03/2019,107,PATROL BORO QUEENS SOUTH,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,04/05/2019,Q31685005
201911212191317,2019,4,04/07/2019,112,PATROL BORO QUEENS NORTH,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-TRANSGENDER,Gender,04/07/2019,Q31685303
201911312390117,2019,4,04/26/2019,113,PATROL BORO QUEENS SOUTH,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,OBSTR BREATH/CIRCUL,ANTI-BLACK,Race/Color,04/25/2019,Q31687940
201910212301317,2019,4,04/30/2019,102,PATROL BORO QUEENS SOUTH,QUEENS,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL,    UNCL 2ND",ANTI-MUSLIM,Religion/Religious Practice,04/29/2019,Q31688353
201910312418917,2019,5,05/14/2019,103,PATROL BORO QUEENS SOUTH,QUEENS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-MUSLIM,Religion/Religious Practice,05/14/2019,Q31690349
201910112130217,2019,2,02/11/2019,101,PATROL BORO QUEENS SOUTH,QUEENS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,06/27/2019,Q31696251
201911012501517,2019,6,06/29/2019,110,PATROL BORO QUEENS NORTH,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-TRANSGENDER,Gender,06/29/2019,Q31696472
201911012501917,2019,6,06/29/2019,110,PATROL BORO QUEENS NORTH,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-TRANSGENDER,Gender,07/23/2019,Q31699814
201911012502017,2019,6,06/29/2019,110,PATROL BORO QUEENS NORTH,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-TRANSGENDER,Gender,07/23/2019,Q31699816
201910112130217,2019,2,02/11/2019,101,PATROL BORO QUEENS SOUTH,QUEENS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,08/28/2019,Q31704457
201910112540217,2019,10,10/15/2019,101,PATROL BORO QUEENS SOUTH,QUEENS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-TRANSGENDER,Gender,10/15/2019,Q31710151
201911512784517,2019,9,09/12/2019,115,PATROL BORO QUEENS NORTH,QUEENS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,12/16/2019,Q31717201
201911512784617,2019,9,09/12/2019,115,PATROL BORO QUEENS NORTH,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,12/16/2019,Q31717202
201911512784517,2019,9,09/12/2019,115,PATROL BORO QUEENS NORTH,QUEENS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,01/22/2020,Q32674324
201911512784517,2019,9,09/12/2019,115,PATROL BORO QUEENS NORTH,QUEENS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,01/22/2020,Q32674328
201911512784617,2019,9,09/12/2019,115,PATROL BORO QUEENS NORTH,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,01/22/2020,Q32674331
201911512784617,2019,9,09/12/2019,115,PATROL BORO QUEENS NORTH,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,01/22/2020,Q32674334
202011112104117,2020,2,02/04/2020,111,PATROL BORO QUEENS NORTH,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-TRANSGENDER,Gender,02/10/2020,Q32676547
202011212158517,2020,3,03/12/2020,112,PATROL BORO QUEENS NORTH,QUEENS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-ASIAN,Race/Color,03/14/2020,Q32680497
202011212227317,2020,5,05/24/2020,112,PATROL BORO QUEENS NORTH,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/24/2020,Q32685894
202011512455917,2020,5,06/04/2020,115,PATROL BORO QUEENS NORTH,QUEENS,FELONY,GRAND LARCENY,"LARCENY,GRAND BY FALSE PROMISE-IN PERSON CONTACT",60 YRS AND OLDER,Age,06/05/2020,Q32686914
202010712338517,2020,6,06/06/2020,107,PATROL BORO QUEENS SOUTH,QUEENS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-BLACK,Race/Color,06/06/2020,Q32686988
202011012416017,2020,6,06/12/2020,110,PATROL BORO QUEENS NORTH,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-HINDU,Religion/Religious Practice,06/12/2020,Q32687409
202011212198417,2020,4,04/26/2020,112,PATROL BORO QUEENS NORTH,QUEENS,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL,    UNCL 2ND",ANTI-ASIAN,Race/Color,07/07/2020,Q32688927
202010112462317,2020,9,09/07/2020,101,PATROL BORO QUEENS SOUTH,QUEENS,FELONY,MURDER & NON-NEGL. MANSLAUGHTE,"MANSLAUGHTER,UNCLASSIFIED - NO",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,09/07/2020,Q32693311
202011412809517,2020,8,09/15/2020,114,PATROL BORO QUEENS NORTH,QUEENS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-BLACK,Race/Color,09/21/2020,Q32694547
202010112488017,2020,9,09/24/2020,101,PATROL BORO QUEENS SOUTH,QUEENS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-BLACK,Race/Color,09/24/2020,Q32694806
202011412875617,2020,10,10/01/2020,114,PATROL BORO QUEENS NORTH,QUEENS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MUSLIM,Religion/Religious Practice,10/01/2020,Q32695451
202010012361717,2020,10,10/02/2020,100,PATROL BORO QUEENS SOUTH,QUEENS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,10/14/2020,Q32696681
202010012305417,2020,7,08/11/2020,100,PATROL BORO QUEENS SOUTH,QUEENS,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,10/14/2020,Q32696686
202010012307317,2020,8,08/12/2020,100,PATROL BORO QUEENS SOUTH,QUEENS,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,10/14/2020,Q32696687
202010012315917,2020,8,08/19/2020,100,PATROL BORO QUEENS SOUTH,QUEENS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,10/14/2020,Q32696688
202011212409117,2020,11,11/07/2020,112,PATROL BORO QUEENS NORTH,QUEENS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MUSLIM,Religion/Religious Practice,11/12/2020,Q32699240
202110912185217,2021,2,02/16/2021,109,PATROL BORO QUEENS NORTH,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Color,02/18/2021,Q33676517
202111312899617,2021,3,10/26/2021,113,PATROL BORO QUEENS SOUTH,QUEENS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-WHITE,Race/Color,03/02/2021,Q33677680
202110912249917,2021,3,03/12/2021,109,PATROL BORO QUEENS NORTH,QUEENS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-ASIAN,Race/Color,03/12/2021,Q33678801
202110912248917,2021,3,03/12/2021,109,PATROL BORO QUEENS NORTH,QUEENS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-ASIAN,Race/Color,03/12/2021,Q33678904
202110912249717,2021,3,03/12/2021,109,PATROL BORO QUEENS NORTH,QUEENS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-ASIAN,Race/Color,03/12/2021,Q33678907
202110912249417,2021,3,03/12/2021,109,PATROL BORO QUEENS NORTH,QUEENS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-ASIAN,Race/Color,03/12/2021,Q33678908
202111512284017,2021,3,03/27/2021,115,PATROL BORO QUEENS NORTH,QUEENS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,03/27/2021,Q33680385
202111412403817,2021,4,04/12/2021,114,PATROL BORO QUEENS NORTH,QUEENS,FELONY,ROBBERY,"ROBBERY,RESIDENTIAL COMMON AREA",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,04/12/2021,Q33681793
202111212132017,2021,2,02/17/2021,112,PATROL BORO QUEENS NORTH,QUEENS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,04/15/2021,Q33682126
202111412423217,2021,4,04/17/2021,114,PATROL BORO QUEENS NORTH,QUEENS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-ASIAN,Race/Color,04/17/2021,Q33682266
202111012313417,2021,4,04/19/2021,110,PATROL BORO QUEENS NORTH,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-TRANSGENDER,Gender,04/19/2021,Q33682365
